,Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
11707,Kia,2020.0,Carnival,Wagon,2020 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.6 L / 100 km,60323,Grey / Black,"Berwick, VIC",4 cyl,Wagon, 4 Doors, 8 Seats,39990
11708,Toyota,2014.0,Voxy,My Car Choice,2014 Toyota Voxy Hybrid,USED,Automatic,-,Other,Unleaded,-,91058,White / Black,"Greenacre, NSW",-,Wagon,,,32999
11709,Toyota,2007.0,Landcruiser,SUV,2007 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.7 L",4WD,Unleaded,16.4 L / 100 km,350465,Silver / Grey,"Dapto, NSW",8 cyl,SUV, 4 Doors, 8 Seats,29999
11710,Land,2023.0,Rover,SUV,2023 Land Rover Defender 110 P300 Standard (221KW),USED,Automatic,"4 cyl, 2 L",AWD,Premium,10.1 L / 100 km,298,White / -,"Brisbane, QLD",4 cyl,SUV, 5 Doors, 5 Seats,118500
11711,Volkswagen,2012.0,Tiguan,SUV,2012 Volkswagen Tiguan 132 TSI (4X4),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.8 L / 100 km,133050,White / Black,"Rydalmere, NSW",4 cyl,SUV, 4 Doors, 5 Seats,14950
11712,Mazda,2019.0,CX-5,SUV,2019 Mazda CX-5 Maxx (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,19942,White / -,"Alexandria, NSW",4 cyl,SUV, 4 Doors, 5 Seats,32990
11713,Subaru,2012.0,Forester,SUV,2012 Subaru Forester X Limited Edition,USED,Manual,"4 cyl, 2.5 L",AWD,Unleaded,9.3 L / 100 km,162000,Red / Grey Cloth,"Clontarf, QLD",4 cyl,SUV, 4 Doors, 5 Seats,10997
11714,Toyota,2012.0,Prius,My Car Choice,2012 Toyota Prius PHV S,USED,Automatic,-,Other,Unleaded,-,108084,Black / Black,"Greenacre, NSW",-,Hatchback,,,21999
11715,Mazda,2020.0,BT-50,Ute / Tray,2020 Mazda BT-50 GT (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,21065,Silver / Brown Leather,"Mornington, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,57990
11716,Volkswagen,2014.0,Amarok,Ute / Tray,2014 Volkswagen Amarok TDI420 Highline (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.3 L / 100 km,181370,Blue / -,"Capalaba, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,29990
11717,Isuzu,2023.0,NPR,NEW Available to order,2023 Isuzu NPR 65/45-190,NEW,Manual,"4 cyl, 5.2 L",Rear,Diesel,0 L / 100 km,- / -,"6 years / 250,000 km",,4 cyl,Ute / Tray, 4 Doors, 7 Seats,82238
11718,Mercedes-Benz,2021.0,GLC63,SUV,2021 Mercedes-Benz GLC63 S 4Matic+,USED,Automatic,"8 cyl, 4 L",AWD,Premium,12.2 L / 100 km,31792,White / -,"Somerton Park, SA",8 cyl,SUV, 4 Doors, 5 Seats,156990
11719,Kia,2020.0,Sorento,SUV,2020 Kia Sorento S 7 Seat,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.7 L / 100 km,54748,White / Black,"Albion Park Rail, NSW",6 cyl,SUV, 4 Doors, 7 Seats,41990
11720,Lexus,2005.0,RX330,SUV,2005 Lexus RX330 Sports Luxury,USED,Automatic,"6 cyl, 3.3 L",4WD,Unleaded,17.2 L / 100 km,244039,Gold / Beige,"West Footscray, VIC",6 cyl,SUV, 4 Doors, 5 Seats,15999
11721,Hyundai,2021.0,I30,Hatchback,2021 Hyundai I30,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,24885,White / Black,"Kedron, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,26990
11722,Kia,2012.0,Grand,Wagon,2012 Kia Grand Carnival S,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.9 L / 100 km,195273,Grey / -,"Bayswater, VIC",6 cyl,Wagon, 4 Doors, 8 Seats,13499
11723,Mercedes-Benz,2020.0,GLC43,SUV,2020 Mercedes-Benz GLC43 4Matic,USED,Automatic,"6 cyl, 3 L",AWD,Premium,10.4 L / 100 km,22785,Black / -,"Artarmon, NSW",6 cyl,SUV, 4 Doors, 5 Seats,95900
11724,Toyota,2017.0,Corolla,Sedan,2017 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,48051,White / Black Fabric,"Vermont, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,28470
11725,Hyundai,2010.0,I30,Hatchback,2010 Hyundai I30 SLX 1.6 Crdi,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,4.7 L / 100 km,229732,Red / -,"KINGSLEY, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,8488
11726,Renault,2022.0,Arkana,Cricks Highway New & Demo,2022 Renault Arkana R.s. Line,DEMO,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6 L / 100 km,3736,Red / Black Leather/Suede,"Springwood, QLD",4 cyl,SUV, 4 Doors, 5 Seats,47382
11727,Toyota,2020.0,RAV4,SUV,2020 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,20763,White / -,"Mosman, NSW",4 cyl,SUV, 5 Doors, 5 Seats,57990
11728,Hyundai,2015.0,I20,Hatchback,2015 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.9 L / 100 km,114722,Blue / -,"Ringwood, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,13990
11729,Mazda,2018.0,CX-8,SUV,2018 Mazda CX-8 Asaki (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6 L / 100 km,57229,White / Black,"Rockingham, WA",4 cyl,SUV, 4 Doors, 7 Seats,45990
11730,GWM,2022.0,Haval,Springwood GWM HAVAL,2022 GWM Haval Jolion Ultra Hybrid,NEW,Automatic,"4 cyl, 1.5 L",Front,Hybrid,5 L / 100 km,20,Blue / -,"Springwood, QLD",4 cyl,SUV, 4 Doors, 5 Seats,41485
11731,Toyota,2008.0,Landcruiser,SUV,2008 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,10.3 L / 100 km,285037,White / Black,"Derwent Park, TAS",8 cyl,SUV, 4 Doors, 8 Seats,52990
11732,Kia,2020.0,Sportage,SUV,2020 Kia Sportage S (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,76115,Silver / -,"Smithfield, NSW",4 cyl,SUV, 4 Doors, 5 Seats,25800
11733,Kia,2017.0,Cerato,Sedan,2017 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.1 L / 100 km,98111,Grey / -,"Ringwood, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,19890
11734,Volkswagen,2020.0,Amarok,Ute / Tray,2020 Volkswagen Amarok TDI550 V6 Core 4Motion,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9.1 L / 100 km,102371,White / Black,"Maroochydore, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,42990
11735,Hino,2023.0,500,NEW Available to order,2023 Hino 500 FE1426 Air (WB5540),NEW,Manual,"4 cyl, 5.1 L",Rear,Diesel,0 L / 100 km,- / -,"3 years / 150,000 km",,4 cyl,Commercial, 2 Doors, 3 Seats,125919
11736,Suzuki,2022.0,Swift,Bremer Suzuki - New,2022 Suzuki Swift GL Navi,DEMO,Manual,"4 cyl, 1.2 L",Front,Unleaded,4.6 L / 100 km,1957,Grey / -,"Dinmore, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,26180
11737,Mitsubishi,2023.0,Pajero,DEMO,2023 Mitsubishi Pajero Sport Exceed,DEMO,Automatic,-,Other,Diesel,-,10,Blue / Black Leather,"Arncliffe, NSW",-,Wagon,,,68990
11738,Toyota,2012.0,HiAce,Commercial,2012 Toyota HiAce LWB,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,8 L / 100 km,178792,Green / Black,"Ingleburn, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,24900
11739,Volkswagen,2015.0,Golf,Wagon,2015 Volkswagen Golf 92 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.3 L / 100 km,99472,White / -,"Seaford, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,19950
11740,Volkswagen,2019.0,Crafter,Wippells Autos,2019 Volkswagen Crafter 35 LWB FWD TDI410,USED,Automatic,-,Front,Diesel,-,67598,White / Titanium Black Cloth,"Toowoomba City, QLD",-,Ute / Tray,,,53995
11741,BMW,2015.0,X3,SUV,2015 BMW X3 Xdrive 20I,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.3 L / 100 km,113298,Black / Black,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,33990
11742,Renault,2023.0,Megane,Renault NEW Frizelle Sunshine Automotive,2023 Renault Megane R.s. Trophy,NEW,Automatic,"4 cyl, 1.8 L",Front,-,8 L / 100 km,7,Black / -,"Southport, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,69990
11743,Toyota,2012.0,Estima,Nippon Motors,2012 Toyota Estima Aeras,USED,Automatic,-,Front,Unleaded,-,120738,White / Beige,"Ingleburn, NSW",-,Commercial,,,18900
11744,Haval,2022.0,Jolion,NEW In stock,2022 Haval Jolion Premium,NEW,Automatic,-,Other,-,-,25,Black / Black,"Brookvale, NSW",-,SUV,,,28990
11745,BMW,2022.0,X5,SUV,2022 BMW X5 Xdrive30D M Sport,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.2 L / 100 km,2256,White / Black,"Carlton, NSW",6 cyl,SUV, 4 Doors, 5 Seats,118888
11746,Hyundai,2021.0,Tucson,SUV,2021 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.2 L / 100 km,33001,White / Black,"Albion Park Rail, NSW",4 cyl,SUV, 4 Doors, 5 Seats,48990
11747,Subaru,2016.0,XV,SUV,2016 Subaru XV 2.0I-L,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,104887,Grey / Black,"North Narrabeen, NSW",4 cyl,SUV, 4 Doors, 5 Seats,22990
11748,Subaru,2015.0,Impreza,Hatchback,2015 Subaru Impreza 2.0I-S (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,171352,Black / Black,"Homebush, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,15999
11749,Nissan,2015.0,Serena,National Vehicles,2015 Nissan Serena HIGHWAY STAR HYBRID,USED,Automatic,-,Other,Unleaded,-,110500,Black / Black,"Braeside, VIC",-,Wagon,,,24888
11750,Toyota,2019.0,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,7.6 L / 100 km,68662,White / -,"Jandakot, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,49970
11751,Toyota,2018.0,Other,Australian Motor Traders,2018 Toyota Other,USED,Automatic,-,Front,Other,-,116345,Black / -,"Haberfield, NSW",-,Wagon, 5 Seats,,24888
11752,Ford,2017.0,Ranger,Ute / Tray,2017 Ford Ranger FX4 Special Edition,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.7 L / 100 km,87468,Silver / Black,"Ararat, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,50990
11753,Honda,2021.0,HR-V,SUV,2021 Honda HR-V VTI-S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,17500,Grey / 2021/07,"Thornbury, VIC",4 cyl,SUV, 4 Doors, 5 Seats,31950
11754,Kia,2019.0,Sportage,SUV,2019 Kia Sportage GT-Line (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.4 L / 100 km,27984,Red / Black,"Prospect, SA",4 cyl,SUV, 4 Doors, 5 Seats,39880
11755,Hyundai,2018.0,Santa,SUV,2018 Hyundai Santa FE Active Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.8 L / 100 km,94003,Silver / -,"Toowoomba, QLD",4 cyl,SUV, 4 Doors, 7 Seats,28495
11756,Holden,2017.0,Captiva,Melbourne Quality Cars,2017 Holden Captiva Active,USED,Automatic,-,Front,Unleaded,-,59720,White / -,"Moorabbin, VIC",-,Wagon,,,21990
11757,Mazda,2020.0,CX-3,SUV,2020 Mazda CX-3 Maxx Sport (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,25276,Grey / Black,"Brown Hill, VIC",4 cyl,SUV, 4 Doors, 5 Seats,27990
11758,Mazda,2014.0,3,Hatchback,2014 Mazda 3 NEO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,132648,Red / Black  Cloth,"Granville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,16999
11759,Holden,2008.0,Calais,Sedan,2008 Holden Calais,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11 L / 100 km,198011,Red / Part Leather,"Brooklyn, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,13999
11760,Mitsubishi,2015.0,ASX,SUV,2015 Mitsubishi ASX XLS (4WD),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,5.8 L / 100 km,159086,Blue / -,"Mcgraths Hill, NSW",4 cyl,SUV, 4 Doors, 5 Seats,17880
11761,Hyundai,2016.0,Iload,Commercial,2016 Hyundai Iload,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,180816,Grey / Grey,"Lidcombe, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,22995
11762,Nissan,2001.0,Patrol,SUV,2001 Nissan Patrol ST (4X4),USED,Automatic,"6 cyl, 4.5 L",4WD,Unleaded,0 L / 100 km,156956,Green / -,"Capalaba, QLD",6 cyl,SUV, 4 Doors, 7 Seats,16990
11763,GWM,2022.0,Haval,Hillcrest GWM HAVAL,2022 GWM Haval H6GT Ultra (4WD),DEMO,Automatic,"4 cyl, 2 L",4WD,Unleaded,8.4 L / 100 km,310,Grey / Black,"Hillcrest, QLD",4 cyl,SUV, 4 Doors, 5 Seats,44260
11764,Mercedes-Benz,2016.0,GLE43,SUV,2016 Mercedes-Benz GLE43 4Matic,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.7 L / 100 km,76499,White / -,"Canning Vale, WA",6 cyl,SUV, 4 Doors, 5 Seats,73990
11765,Mercedes-Benz,2014.0,GLA200,SUV,2014 Mercedes-Benz GLA200 CDI,USED,Automatic,"4 cyl, 2.1 L",Front,Diesel,4.6 L / 100 km,74000,White / -,"Moorabbin, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28500
11766,Honda,2007.0,Jazz,Hatchback,2007 Honda Jazz GLI,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,5.6 L / 100 km,220108,Purple / -,"Goolwa, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,6490
11767,Ford,2011.0,Fiesta,Sedan,2011 Ford Fiesta LX,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.1 L / 100 km,122220,- / -,"Moorooka, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,9990
11768,Ford,2020.0,Escape,SUV,2020 Ford Escape ST-Line (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.6 L / 100 km,52842,Black / -,"Hamilton East, NSW",4 cyl,SUV, 4 Doors, 5 Seats,36450
11769,Kia,2022.0,Carnival,Wagon,2022 Kia Carnival S,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.6 L / 100 km,14710,White / Grey,"Attadale, WA",6 cyl,Wagon, 4 Doors, 8 Seats,48965
11770,Mazda,2014.0,3,Sedan,2014 Mazda 3 Maxx,USED,Manual,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,92807,Red / Black,"Cannington, WA",4 cyl,Sedan, 4 Doors, 5 Seats,19990
11771,Renault,2018.0,Megane,Hatchback,2018 Renault Megane RS 280,USED,Manual,"4 cyl, 1.8 L",Front,-,7.5 L / 100 km,39067,Grey / Black,"Brookvale, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,38990
11772,Mitsubishi,2023.0,Triton,Suttons Mitsubishi Arncliffe- New/Demo,2023 Mitsubishi Triton Glx+ (4X4),NEW,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,10,Silver / Black Cloth,"Arncliffe, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,52710
11773,MG,2021.0,ZST,SUV,2021 MG ZST Excite,USED,Automatic,"3 cyl, 1.3 L",Front,Unleaded,7.3 L / 100 km,8939,Blue / Black,"Pinkenba, QLD",3 cyl,SUV, 5 Doors, 5 Seats,27990
11774,Toyota,2023.0,RAV4,SUV,2023 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,964,Grey / -,"Cardiff, NSW",4 cyl,SUV, 5 Doors, 5 Seats,45990
11775,Haval,2023.0,Jolion,"02 **** ****
",2023 Haval Jolion Ultra,DEMO,-,-,Other,-,-,16,White / Charcoal Comfort,"Belconnen, ACT",-,Wagon,,,40990
11776,Mercedes-Benz,2018.0,GLC63,SUV,2018 Mercedes-Benz GLC63 S,USED,Automatic,"8 cyl, 4 L",AWD,Premium,10.9 L / 100 km,43500,White / Black,"Geelong, VIC",8 cyl,SUV, 4 Doors, 5 Seats,119990
11777,Mazda,2021.0,BT-50,Ute / Tray,2021 Mazda BT-50 GT (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,9094,White / Leather,"Devonport, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,59990
11778,Mitsubishi,2018.0,Outlander,SUV,2018 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,6.8 L / 100 km,28398,White / Black,"Robina, QLD",4 cyl,SUV, 4 Doors, 7 Seats,30900
11779,Hyundai,2014.0,I20,Werribee Hyundai,2014 Hyundai I20 Elite,USED,Automatic,-,Front,Unleaded,-,158130,Silver / Black,"Hoppers Crossing, VIC",-,Hatchback,,,13990
11780,Toyota,2013.0,Camry,Sedan,2013 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,167190,White / Black,"West Footscray, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,16990
11781,BMW,2022.0,330I,Adelaide BMW,2022 BMW 330I M Sport,DEMO,Automatic,"4 cyl, 2 L",Rear,Premium,6.5 L / 100 km,3640,Grey / -,"Adelaide, SA",4 cyl,Sedan, 4 Doors, 5 Seats,99888
11782,Ford,2013.0,Focus,Hatchback,2013 Ford Focus Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,150236,Black / -,"West Footscray, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,14990
11783,Hyundai,2018.0,Imax,Wagon,2018 Hyundai Imax Active,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,76898,White / Black,"Homebush, NSW",4 cyl,Wagon, 4 Doors, 8 Seats,39990
11784,Mitsubishi,2019.0,ASX,SUV,2019 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,72887,Grey / -,"Springwood, QLD",4 cyl,SUV, 4 Doors, 5 Seats,23499
11785,Subaru,2014.0,Forester,SUV,2014 Subaru Forester 2.5I-L,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,240795,White / -,"Boolaroo, NSW",4 cyl,SUV, 4 Doors, 5 Seats,12800
11786,Kia,2009.0,Sorento,SUV,2009 Kia Sorento SI (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.4 L / 100 km,218345,Red / -,"Rocklea, QLD",4 cyl,SUV, 4 Doors, 7 Seats,10999
11787,Skoda,2014.0,Octavia,Wagon,2014 Skoda Octavia RS 162 TSI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.6 L / 100 km,73138,Silver / -,"Alexandria, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,23990
11788,Hyundai,2015.0,IX35,SUV,2015 Hyundai IX35 Highlander (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,9.8 L / 100 km,214584,Black / -,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,12990
11789,Toyota,2008.0,Kluger,SUV,2008 Toyota Kluger KX-R (4X4) 7 Seat,USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,11 L / 100 km,255846,Black / -,"Braybrook, VIC",6 cyl,SUV, 4 Doors, 7 Seats,12999
11790,Toyota,2018.0,Corolla,Hatchback,2018 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.1 L / 100 km,65490,Blue / Grey,"Croydon, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,23990
11791,Mercedes-Benz,2017.0,GLC250,SUV,2017 Mercedes-Benz GLC250 D,USED,Automatic,"4 cyl, 2.1 L",AWD,Diesel,5.7 L / 100 km,286372,Silver / Beige,"Wilston, QLD",4 cyl,SUV, 4 Doors, 5 Seats,25990
11792,Hyundai,2022.0,Kona,SUV,2022 Hyundai Kona Elite Electric STD Range,USED,Automatic,0 L,Front,Electric,0 L / 100 km,4225,White / -,"Preston, VIC",0 L,SUV, 4 Doors, 5 Seats,59360
11793,Mitsubishi,2019.0,Outlander,SUV,2019 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,101821,Grey / Black,"Eagle Farm, QLD",4 cyl,SUV, 4 Doors, 7 Seats,24990
11794,Toyota,2016.0,Kluger,Brisbane Auto Group (BAG),2016 Toyota Kluger GX 2WD,USED,Automatic,-,Front,Unleaded,-,96168,Silver / -,"Eagle Farm, QLD",-,Wagon,,,31990
11795,Mitsubishi,2019.0,ASX,SUV,2019 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,33181,White / Black,"SOUTH MORANG, VIC",4 cyl,SUV, 4 Doors, 5 Seats,27500
11796,Holden,2013.0,Trax,SUV,2013 Holden Trax LTZ,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.6 L / 100 km,161900,Orange / -,"KINGSLEY, WA",4 cyl,SUV, 4 Doors, 5 Seats,13988
11797,Jeep,2016.0,Grand,SUV,2016 Jeep Grand Cherokee 75TH Anniversary (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,87335,White / Black,"Mount Gambier, SA",6 cyl,SUV, 4 Doors, 5 Seats,39980
11798,Mazda,2019.0,CX-9,SUV,2019 Mazda CX-9 Touring (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,51519,White / -,"Banksia, NSW",4 cyl,SUV, 4 Doors, 7 Seats,39990
11799,Hyundai,2018.0,Sonata,Sedan,2018 Hyundai Sonata Active,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.3 L / 100 km,65970,White / Black,"Belconnen, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,23730
11800,Holden,2012.0,Commodore,Sedan,2012 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,177036,Grey / -,"LOXTON, SA",6 cyl,Sedan, 4 Doors, 5 Seats,19990
11801,BMW,2008.0,X5,SUV,2008 BMW X5 3.0SD,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.8 L / 100 km,147538,Black / Black,"Minchinbury, NSW",6 cyl,SUV, 4 Doors, 5 Seats,18990
11802,Subaru,2013.0,Impreza,Hatchback,2013 Subaru Impreza 2.0I-S (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,65952,Red / Black,"Brookvale, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,17990
11803,Kia,2016.0,Cerato,Hatchback,2016 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.1 L / 100 km,94423,Black / -,"Beresfield, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,16800
11804,Ford,2011.0,Ranger,Redline Motor Group PTY LTD,2011 Ford Ranger PK Wildtrak Utility Crew Cab 4dr Auto 5sp 4x4 3.0DT,USED,Automatic,-,Other,Diesel,-,139087,Black / -,"Minchinbury, NSW",-,Ute / Tray,,,19990
11805,BMW,2019.0,X1,SUV,2019 BMW X1 Xdrive 25I,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.6 L / 100 km,44684,Black / Black,"Mosman, NSW",4 cyl,SUV, 4 Doors, 5 Seats,44999
11806,Toyota,2015.0,Land,Dream Automotive QLD,2015 Toyota Land Cruiser Prado KDJ150R Altitude Wagon 7st 5dr Spts Auto 5sp 4x4 3.0DT,USED,Automatic,-,Other,-,-,163065,White / -,"Carbrook, QLD",-,Wagon,,,46490
11807,Suzuki,2010.0,Grand,Automotion Used Cars - Sale,2010 Suzuki Grand Vitara 4x4,USED,Manual,-,Other,-,-,234200,White / Grey,"Sale, VIC",-,Wagon,,,9419
11808,Toyota,2022.0,Hilux,Ute / Tray,2022 Toyota Hilux SR HI-Rider (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,7.5 L / 100 km,12400,Blue / 2022/07,"Albion, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,48950
11809,Ford,2019.0,Endura,SUV,2019 Ford Endura ST-Line (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.7 L / 100 km,61948,Grey / -,"Launceston, TAS",4 cyl,SUV, 4 Doors, 5 Seats,36990
11810,MG,2022.0,HS,SUV,2022 MG HS Core,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,28255,White / Dark Grey Cloth,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,26977
11811,Holden,2015.0,Captiva,WHOLESALE MOTOR GROUP,2015 Holden Captiva LTZ AWD,USED,Automatic,-,Other,Diesel,-,166178,White / Black,"Cabramatta, NSW",-,Wagon,,,12990
11812,Toyota,2023.0,Yaris,SUV,2023 Toyota Yaris Cross GX Hybrid,USED,Automatic,"3 cyl, 1.5 L",Front,Hybrid,3.8 L / 100 km,10,Silver / -,"Cardiff, NSW",3 cyl,SUV, 4 Doors, 5 Seats,44859
11813,MG,2023.0,ZST,Oldmac MG New,2023 MG ZST Vibe,NEW,Automatic,"4 cyl, 1.5 L",Front,-,6.9 L / 100 km,10,Silver / -,"Cleveland, QLD",4 cyl,SUV, 5 Doors, 5 Seats,29690
11814,Kia,2016.0,Cerato,Sedan,2016 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.1 L / 100 km,140267,Grey / Grey,"Castle Hill, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,15500
11815,Mitsubishi,2018.0,Pajero,SUV,2018 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,90193,Blue / Black,"Geelong, VIC",4 cyl,SUV, 4 Doors, 7 Seats,44990
